File Name,License,Source
gradient-descent-animation-3.gif,Fair Use,https://hackernoon.com/dl03-gradient-descent-719aff91c7d6
gradient-descent-animation-1.gif,Fair use,https://hduongtrong.github.io/2015/11/23/coordinate-descent/
gradient-descent-animation-2.gif,Fair use,https://blog.paperspace.com/intro-to-optimization-in-deep-learning-gradient-descent/
